Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO55,OUT049,1729.560181
FDX48,OUT046,2467.532715
FDU48,OUT046,1957.158325
FDR48,OUT019,268.992157
FDK27,OUT013,1902.167969
FDT35,OUT013,2523.273438
FDN12,OUT049,1688.338989
NCE31,OUT019,75.16284943
FDL21,OUT017,727.24646
FDV56,OUT017,1772.813843
FDR16,OUT017,3652.772217
NCP41,OUT049,1709.693359
FDJ27,OUT013,1582.085083
FDA07,OUT017,1988.4104
FDK55,OUT049,1320.605103
FDM33,OUT049,3724.273193
FDY46,OUT046,2926.857178
FDD36,OUT046,1966.661621
FDB12,OUT027,2699.14624
FDF28,OUT019,403.6422119
NCE07,OUT019,386.2057495
FDW50,OUT027,4431.743164
NCW18,OUT017,3903.945801
NCJ17,OUT019,255.9358368
DRZ24,OUT010,439.5712585
FDS07,OUT035,1932.752197
NCW05,OUT010,264.4389954
FDZ22,OUT018,1227.595703
FDK02,OUT046,1884.975342
FDZ45,OUT027,5329.519043
FDL25,OUT046,1524.975342
FDS08,OUT045,2549.633057
NCZ42,OUT027,6389.607422
FDX57,OUT035,1617.650269
FDF21,OUT046,3061.11499
FDJ56,OUT018,1288.344604
FDX10,OUT013,674.6811523
DRG48,OUT035,2439.470459
DRN37,OUT046,2602.832275
NCY41,OUT018,509.4984741
FDN28,OUT045,1618.524536
FDE34,OUT045,2737.270752
FDR10,OUT045,2605.229004
FDC32,OUT017,1423.144165
DRG13,OUT046,2583.677246
FDP59,OUT049,1488.906128
NCT53,OUT010,502.1323547
FDL57,OUT027,5762.370117
FDN32,OUT010,657.4420776
FDK09,OUT018,3115.793945
FDA52,OUT010,361.2255249
FDC57,OUT049,3136.150391
FDI09,OUT035,3806.393799
NCB07,OUT046,2847.376465
FDP26,OUT035,1744.118652
FDP40,OUT027,2829.481201
FDL15,OUT013,2269.429199
FDV07,OUT046,1768.103027
FDS03,OUT017,1185.138672
FDE50,OUT049,3102.942627
FDQ15,OUT017,1296.55835
FDQ33,OUT010,661.8986816
FDT22,OUT013,866.8354492
DRO35,OUT035,1984.406616
FDJ41,OUT049,4163.734375
FDQ27,OUT035,1982.673584
FDC26,OUT017,1824.646484
NCF43,OUT027,3770.984619
NCR50,OUT035,2563.520752
FDE39,OUT018,1666.284546
FDN49,OUT027,1158.435181
DRG11,OUT035,1696.856567
NCA18,OUT049,1857.05603
FDM36,OUT018,2508.213867
FDW32,OUT017,1323.117432
NCQ18,OUT010,286.8796082
FDX14,OUT027,2119.488525
FDD46,OUT017,2369.184082
FDI34,OUT019,656.2433472
NCJ17,OUT035,1479.091675
FDB52,OUT035,4041.28125
FDV55,OUT018,2023.354492
FDC57,OUT046,2979.408447
FDB29,OUT046,1923.636475
NCO43,OUT035,1831.807739
FDG44,OUT045,964.3867798
FDJ34,OUT045,1808.426147
FDH40,OUT049,1325.303101
NCD07,OUT027,3105.455078
FDB41,OUT017,784.4692383
FDH47,OUT018,1295.289063
DRK37,OUT035,3256.624512
FDM25,OUT019,438.8621521
NCX06,OUT045,2882.168701
NCS05,OUT017,2029.98999
FDS39,OUT045,2244.647217
FDC47,OUT027,5559.920898
FDG20,OUT013,2850.69043
DRL23,OUT017,1698.06958
FDY33,OUT013,2573.350586
NCH18,OUT045,3744.098877
FDX47,OUT035,2495.723145
NCB06,OUT045,2552.671387
FDP36,OUT049,822.02771
FDW44,OUT018,2585.202148
NCU41,OUT018,2594.795654
NCS17,OUT046,1486.164551
FDD46,OUT035,2415.218018
FDE45,OUT017,2986.076904
FDI09,OUT017,3798.830078
NCJ54,OUT010,725.7799683
NCA29,OUT018,2595.596924
NCN41,OUT027,3191.213867
FDY34,OUT035,2729.709717
NCG55,OUT035,1963.309082
DRM49,OUT046,790.5219116
NCB42,OUT049,1894.164551
FDE58,OUT045,1787.046509
DRJ25,OUT013,747.2410889
FDS47,OUT010,241.9321899
FDY21,OUT049,3149.423584
NCI54,OUT013,1725.793335
FDO24,OUT017,2508.369629
FDY43,OUT035,2858.730713
FDF35,OUT018,1349.720825
NCP29,OUT019,154.3525391
FDN28,OUT027,2417.182129
FDJ50,OUT018,757.7606812
FDQ14,OUT027,3983.225586
FDC37,OUT035,1735.873291
FDN08,OUT046,1863.584839
FDD04,OUT035,2472.187256
FDW34,OUT018,3131.430908
FDP04,OUT017,1040.498291
NCG07,OUT017,3058.914795
NCN14,OUT018,2653.985352
FDJ16,OUT045,876.3082886
NCM42,OUT045,1580.370361
NCF19,OUT046,782.4678345
FDY21,OUT018,2770.60376
FDY19,OUT035,1876.408813
FDV09,OUT045,2492.621582
FDA28,OUT013,1940.101929
FDC38,OUT018,1619.426514
FDL28,OUT045,3785.228027
NCH43,OUT049,3726.775391
NCN53,OUT045,717.5484009
NCW05,OUT017,1580.1604
NCO30,OUT018,2599.232666
FDT04,OUT019,20.85742378
FDB27,OUT018,2751.290283
NCK07,OUT013,2520.244141
NCA53,OUT013,736.1744385
FDB33,OUT018,2350.697754
FDU37,OUT017,1389.685791
FDR13,OUT035,1923.482788
FDE45,OUT049,2932.23877
FDV37,OUT017,3097.279297
FDX44,OUT019,274.9890747
NCL06,OUT017,4025.268311
FDJ28,OUT045,2916.434082
FDX55,OUT049,3664.750732
NCK17,OUT018,516.565918
FDH52,OUT035,997.6574707
FDN13,OUT027,2696.926025
FDK44,OUT018,2443.727539
FDU16,OUT046,1338.863037
FDZ07,OUT017,988.8833008
NCN06,OUT027,3980.395996
FDH02,OUT010,300.1805115
NCW18,OUT045,3688.520264
FDH57,OUT013,1882.879028
FDV35,OUT045,2338.012451
NCU29,OUT013,2455.919678
NCP02,OUT046,946.5905151
FDN44,OUT013,2638.110352
FDX03,OUT018,511.2497559
FDR11,OUT010,387.5527039
FDA36,OUT046,2942.955811
FDP58,OUT027,5271.666992
FDH31,OUT045,1504.134277
FDH34,OUT035,3221.074219
FDS13,OUT035,3783.06958
FDT01,OUT018,3181.38916
FDY09,OUT049,2914.374756
FDV33,OUT027,5706.921875
NCW29,OUT010,500.7463989
NCN17,OUT045,1598.720825
FDX01,OUT046,1874.488892
FDL03,OUT049,3097.459961
DRL59,OUT049,897.291687
DRM11,OUT027,5324.562988
FDA43,OUT049,3085.34375
FDZ56,OUT010,519.5385742
FDI44,OUT018,1103.390625
FDB50,OUT013,1246.250366
FDU15,OUT019,32.37351227
NCJ19,OUT019,216.0921936
FDD48,OUT013,1870.712158
NCW42,OUT035,3786.68042
FDL24,OUT017,2938.179443
NCB30,OUT013,2974.407227
FDK25,OUT013,2638.469727
FDW28,OUT049,3042.279297
FDD47,OUT017,2945.208984
FDK16,OUT019,276.7878418
FDW37,OUT046,1405.890137
FDA48,OUT035,3795.008301
FDA14,OUT017,2532.188721
FDV15,OUT013,1703.566162
FDN22,OUT049,3855.793457
NCD55,OUT045,662.2316895
FDY43,OUT013,2750.928467
NCU05,OUT017,1311.218262
FDF10,OUT035,2601.48291
FDR39,OUT018,2681.963379
FDG40,OUT013,620.2003784
FDZ28,OUT019,384.5196533
FDE02,OUT045,1452.29187
FDU60,OUT049,2785.55835
FDM21,OUT013,3845.222168
FDV52,OUT019,309.1539612
NCW06,OUT013,2957.023926
FDX36,OUT035,3875.092285
FDT35,OUT027,3366.154541
NCL19,OUT010,574.2262573
NCD31,OUT046,2629.852051
FDE53,OUT019,305.2578735
FDW58,OUT019,338.0581055
DRF48,OUT046,2941.287354
FDW57,OUT035,2973.349854
DRH13,OUT017,1691.665161
FDT33,OUT013,2657.855225
DRK47,OUT027,5154.213867
FDY22,OUT010,489.354126
FDC35,OUT019,464.4719543
FDO03,OUT013,3949.818115
FDF24,OUT045,1230.604736
FDF56,OUT018,2656.869873
FDD28,OUT013,784.7568359
FDG53,OUT027,3899.448975
FDO27,OUT019,223.3292999
NCF54,OUT018,2535.5979
FDC20,OUT027,1716.044556
FDU10,OUT046,709.5475464
DRA24,OUT018,2275.495117
FDA02,OUT010,571.0472412
FDG10,OUT017,985.6401367
FDW39,OUT010,614.6962891
FDP04,OUT019,231.7055817
NCM55,OUT013,3000.056641
FDG47,OUT045,4094.655273
NCU41,OUT017,3014.654297
NCK31,OUT017,812.5126343
FDZ46,OUT045,1580.258301
FDU13,OUT027,3472.168701
NCF19,OUT045,790.1427002
NCJ43,OUT013,2774.190918
NCJ05,OUT045,2401.430176
FDS04,OUT027,3813.665527
FDX28,OUT010,383.5012512
FDB41,OUT027,1175.823242
FDG53,OUT046,2270.417236
FDL15,OUT010,523.199707
FDQ08,OUT049,1000.736023
DRN36,OUT013,1518.544189
FDI46,OUT013,4043.084961
FDG16,OUT027,5663.321289
FDV32,OUT013,1057.777466
FDF44,OUT010,438.4184265
FDK04,OUT018,768.5270996
NCA41,OUT013,3000.623535
FDD51,OUT017,689.8462524
NCZ53,OUT045,2914.390381
FDP01,OUT027,3869.603271
FDY25,OUT049,3092.880859
FDB17,OUT018,2585.524902
NCV54,OUT018,1592.043091
FDJ32,OUT017,978.7382813
FDA37,OUT049,1940.747803
FDG35,OUT035,2764.586182
NCM05,OUT018,3345.986572
FDG45,OUT046,3551.435547
FDH28,OUT013,638.805481
NCE18,OUT049,4283.657715
FDH38,OUT045,1771.489624
FDR56,OUT013,3081.524902
FDH17,OUT027,2343.323975
FDD39,OUT049,3769.230225
FDB41,OUT049,813.5747681
NCR53,OUT046,3377.081543
FDX46,OUT017,926.4144287
FDV28,OUT049,663.4899292
FDA08,OUT018,2270.171875
FDH45,OUT017,705.0317383
NCS38,OUT010,436.2218323
FDD40,OUT010,695.3723755
DRM59,OUT035,2387.499756
NCJ43,OUT018,2539.966797
NCN29,OUT013,731.3435059
NCC19,OUT045,2793.887695
FDR56,OUT035,3183.429932
FDZ43,OUT049,3930.436035
FDJ32,OUT010,162.194397
DRH03,OUT017,1379.460571
NCZ54,OUT035,2754.179932
FDE26,OUT017,2461.895752
FDS03,OUT045,1109.457886
DRZ24,OUT019,367.4343567
FDO48,OUT027,5311.503906
FDW39,OUT049,2824.83374
NCK05,OUT049,998.0367432
NCK30,OUT017,4029.038818
FDT27,OUT018,3241.881836
FDS08,OUT019,512.3674316
NCJ19,OUT049,961.3382568
FDC58,OUT045,646.8679199
DRE37,OUT013,2985.903809
FDW02,OUT035,2151.759521
FDJ02,OUT010,566.0365601
FDX09,OUT045,2725.968994
FDT31,OUT010,683.4919434
FDI24,OUT049,2990.328125
FDY09,OUT045,2746.740723
FDV28,OUT045,629.7429199
DRM47,OUT049,3074.404541
FDT52,OUT019,626.7689819
FDI48,OUT018,560.3985596
FDY55,OUT017,4281.476563
FDU48,OUT013,1874.0448
FDN25,OUT045,890.1138306
FDP20,OUT049,1948.322876
FDJ15,OUT013,2994.02002
FDD04,OUT018,2055.306152
FDY58,OUT045,3702.84375
FDR37,OUT018,2664.792969
FDF44,OUT013,1840.711304
FDD32,OUT045,1246.870117
FDR57,OUT017,2352.771729
DRG39,OUT027,1677.87085
FDX15,OUT017,2624.593994
DRN37,OUT045,2434.649414
FDW40,OUT027,3739.789307
FDB32,OUT049,1441.978027
FDM40,OUT018,2021.404419
FDE39,OUT027,3110.708252
DRH49,OUT017,1316.815674
FDT46,OUT049,783.5358276
NCF06,OUT035,3689.956543
FDP07,OUT017,3055.666504
FDC04,OUT013,3923.322266
FDZ32,OUT017,1743.587158
FDD50,OUT045,2690.668213
FDU56,OUT017,3146.196533
FDV34,OUT017,1235.425659
NCY41,OUT013,627.8637695
NCK18,OUT046,2608.205078
DRH25,OUT049,901.3185425
FDT57,OUT046,3777.87085
FDV56,OUT018,1391.100708
FDV12,OUT045,1489.113159
FDN52,OUT017,1395.726196
FDX38,OUT035,829.1737061
FDE47,OUT018,1762.782227
NCO07,OUT013,3439.626709
FDV09,OUT027,4092.121338
FDZ23,OUT019,578.0766602
DRH51,OUT018,1149.63269
NCY54,OUT045,2723.935547
DRG49,OUT013,4115.335449
NCC19,OUT049,3111.642334
NCV53,OUT045,4086.255859
FDZ47,OUT019,325.949646
NCO26,OUT018,1650.992554
NCP02,OUT045,995.0701294
NCW30,OUT018,3429.558838
NCN55,OUT046,3759.311279
FDB20,OUT010,282.7818298
DRL11,OUT013,2402.830566
DRD60,OUT045,3015.915039
FDW14,OUT010,259.0592041
FDL27,OUT010,187.8848724
FDU09,OUT018,805.7843018
DRH36,OUT027,2106.759766
FDP34,OUT027,4324.996582
FDE04,OUT017,2889.387451
FDZ57,OUT027,3388.509521
FDF02,OUT010,362.2286682
FDG28,OUT045,3827.088623
NCI31,OUT046,618.3374634
FDT43,OUT013,771.2856445
FDU20,OUT046,1995.089966
FDD53,OUT013,643.9526978
FDW15,OUT045,2496.357666
NCT53,OUT045,2458.48291
NCG55,OUT027,2976.430664
FDD48,OUT035,1970.328613
FDG47,OUT049,4025.718506
FDI21,OUT017,1287.928467
FDT27,OUT017,3960.616943
DRO35,OUT013,1911.909058
FDD33,OUT017,3812.905273
FDC04,OUT035,3969.298828
FDY34,OUT013,2562.916016
DRJ49,OUT049,2003.364258
FDE05,OUT049,2586.020996
FDU31,OUT017,3817.839355
NCN19,OUT027,4896.819824
FDK56,OUT027,5348.730957
FDK58,OUT017,1749.773438
NCJ42,OUT035,1680.075928
FDZ34,OUT027,4953.435059
FDA52,OUT018,2537.61084
NCR29,OUT013,855.4350586
FDT48,OUT035,3260.115723
DRJ51,OUT019,619.3360596
NCS54,OUT046,2971.704346
FDV01,OUT035,2492.263916
DRG51,OUT027,4089.126221
NCG42,OUT013,1963.440918
FDA51,OUT049,1874.355469
FDV19,OUT010,476.8549805
NCT18,OUT045,2924.075195
NCS41,OUT045,2901.040039
FDO03,OUT046,3768.333984
FDL12,OUT010,184.0127716
FDY37,OUT010,581.9801636
FDI58,OUT049,1545.051514
FDT28,OUT018,2169.437012
NCC42,OUT010,537.8317261
FDO01,OUT017,1994.915527
FDJ02,OUT013,2347.145508
FDQ04,OUT018,573.4407959
DRL47,OUT013,1883.51355
FDZ32,OUT035,1701.250366
FDC35,OUT035,3618.241943
FDX14,OUT045,1194.486572
FDZ35,OUT013,1634.4552
FDL14,OUT013,2319.216064
FDO04,OUT049,883.4931641
DRK11,OUT017,2427.045166
FDB44,OUT018,3079.658936
FDZ50,OUT049,3179.488281
FDI12,OUT027,2658.10791
FDU43,OUT017,4030.183594
FDD58,OUT010,342.8143616
FDB27,OUT017,3076.731934
FDB04,OUT018,1132.159424
NCO17,OUT013,1770.687744
FDL12,OUT017,885.2966309
DRJ13,OUT049,2700.026367
FDD57,OUT045,1366.578247
FDW19,OUT035,1836.583618
DRD27,OUT018,1256.642456
FDH27,OUT027,3919.884766
NCW30,OUT027,5126.657227
FDR40,OUT018,1131.008667
FDG05,OUT013,2412.217285
NCY41,OUT019,33.74889374
FDI38,OUT018,3044.258301
FDR20,OUT046,683.6456299
FDE09,OUT017,1700.577881
FDN50,OUT019,355.8340759
DRF27,OUT045,2352.098877
DRF51,OUT013,613.9405518
NCO02,OUT019,220.5505829
FDB51,OUT027,2139.610107
FDJ50,OUT013,857.3143311
FDN52,OUT013,1385.832275
FDX14,OUT013,1229.24707
FDT27,OUT019,637.8027344
FDV10,OUT013,726.9904785
FDU33,OUT046,815.3722534
FDU58,OUT046,3051.734863
NCP42,OUT027,5091.643555
FDL51,OUT027,5684.846191
DRH15,OUT027,1173.909668
FDU16,OUT017,1336.040283
FDW15,OUT017,2567.451416
FDQ44,OUT045,1866.970947
NCI06,OUT027,4879.974121
DRK23,OUT019,706.5388184
FDC28,OUT035,1672.111206
NCY17,OUT019,82.32980347
NCV05,OUT018,2108.86792
FDM34,OUT019,372.4998779
DRD60,OUT027,5253.312988
FDT38,OUT046,1288.070068
FDQ57,OUT018,2174.737793
FDE59,OUT027,1107.842651
NCM43,OUT046,2685.332031
DRI51,OUT049,2951.321777
NCG30,OUT017,1914.479492
NCK54,OUT035,1954.859741
FDQ16,OUT019,301.6154175
FDI36,OUT013,2946.115479
FDX16,OUT027,3587.661133
FDA34,OUT046,2831.155762
FDJ48,OUT018,3164.014404
FDU47,OUT035,2450.463867
FDS39,OUT046,2354.114258
FDD11,OUT046,3758.14209
FDM16,OUT027,2146.015625
FDU56,OUT018,2736.403809
FDQ32,OUT017,2052.221191
DRK35,OUT013,694.2183228
FDA58,OUT049,3638.628418
DRG48,OUT019,464.8088684
FDT59,OUT010,884.3164063
FDQ31,OUT019,257.8041687
FDS51,OUT018,870.3238525
FDW32,OUT027,2333.474121
FDI15,OUT027,5467.386719
NCV30,OUT017,971.2093506
DRG25,OUT049,3098.39917
FDT02,OUT013,589.8569336
FDO33,OUT027,2866.607422
FDP38,OUT035,818.5890503
FDZ45,OUT035,3191.237061
NCA54,OUT027,4971.083984
FDU33,OUT017,839.2845459
FDN58,OUT017,3771.554932
FDI05,OUT045,1248.664551
FDM57,OUT019,277.4884033
NCS42,OUT027,2542.470703
FDB57,OUT045,3531.521973
FDC03,OUT045,2950.394531
FDZ58,OUT013,1940.503296
NCK29,OUT045,1906.41626
NCR53,OUT045,3661.543701
FDE26,OUT027,4038.798584
FDU52,OUT049,2448.370361
FDE41,OUT027,2536.203369
FDU38,OUT018,2678.960693
FDA52,OUT017,2787.273438
FDW46,OUT046,1082.653809
DRI59,OUT035,3917.285645
FDT38,OUT035,1314.749512
FDL33,OUT018,2752.391357
FDQ01,OUT027,5730.179688
FDJ08,OUT046,2962.748047
FDQ47,OUT049,705.7991943
NCZ18,OUT013,3999.06665
FDE29,OUT017,1003.59375
FDF10,OUT027,3745.321045
FDC48,OUT049,1390.395752
FDY58,OUT013,3821.294922
NCX30,OUT010,956.7346802
FDV11,OUT013,2744.27124
FDT46,OUT046,773.2799683
DRD01,OUT019,214.6281891
FDQ11,OUT013,4138.305664
NCM41,OUT017,1517.260254
NCC55,OUT013,583.2553711
FDG45,OUT027,5442.529785
NCQ54,OUT049,2890.136963
FDM34,OUT045,1943.512207
FDD17,OUT019,641.1799927
FDN38,OUT027,6435.262207
FDB53,OUT018,2216.619385
NCL06,OUT035,4096.019531
NCV18,OUT019,289.302124
FDX25,OUT013,2933.267822
FDB39,OUT046,879.8093872
FDC33,OUT049,3148.848877
NCO14,OUT018,582.2592773
FDA58,OUT027,5598.403809
NCQ02,OUT017,3151.16748
NCR53,OUT017,3659.548096
FDN52,OUT046,1420.26001
FDG26,OUT046,3836.653564
FDE23,OUT027,1311.163208
DRI37,OUT013,801.364624
DRH37,OUT018,2366.064697
FDO01,OUT035,1991.213379
FDK45,OUT049,1865.373413
FDP23,OUT049,3711.760498
FDM33,OUT035,3782.220703
FDD36,OUT017,2060.412354
FDL56,OUT017,1342.943604
FDT27,OUT010,765.7067871
FDG52,OUT017,697.9953613
NCL42,OUT035,4087.938232
DRJ24,OUT046,2914.977539
FDV38,OUT046,823.6247559
FDT35,OUT045,2525.181152
FDY51,OUT045,3498.265625
FDC37,OUT017,1774.650146
NCP43,OUT013,2861.302979
FDO33,OUT045,1724.117188
FDW04,OUT018,1659.594238
NCC31,OUT046,2376.036621
FDK22,OUT049,3743.023193
FDJ50,OUT017,919.6010742
FDV13,OUT017,1382.256714
DRL60,OUT017,2393.774902
FDW03,OUT017,1827.483398
FDY27,OUT035,2869.381348
FDB39,OUT027,1611.788452
FDU59,OUT045,2338.701416
FDZ57,OUT049,1962.910034
FDO21,OUT049,3476.687744
FDS43,OUT018,2635.239258
FDU28,OUT010,667.9891357
FDC51,OUT010,494.948761
FDW16,OUT010,324.2545471
FDP32,OUT010,460.5473328
FDB60,OUT019,487.6428833
NCQ30,OUT046,1890.343384
FDD26,OUT049,3204.291748
FDI44,OUT045,1222.605469
DRH23,OUT046,874.8533325
FDO44,OUT046,1887.830566
FDG04,OUT046,2965.063232
FDM32,OUT027,2583.907227
FDM09,OUT013,2628.309326
FDZ47,OUT013,1491.305054
FDM40,OUT027,3858.582275
FDY48,OUT017,1732.895508
NCM30,OUT045,672.2138672
FDX36,OUT010,626.9046021
DRF03,OUT017,689.3682861
FDN51,OUT049,4227.541992
FDM57,OUT049,1318.60376
FDB35,OUT049,1546.776978
FDY13,OUT027,2051.360352
FDA37,OUT017,1941.399414
NCX53,OUT017,2315.038818
FDD59,OUT018,1071.259155
FDX10,OUT019,-30.03819847
FDC03,OUT018,2751.922607
FDW43,OUT035,3877.584961
FDW10,OUT046,2485.712891
FDY14,OUT027,5984.735352
FDV43,OUT045,716.055542
FDO40,OUT013,2464.753906
FDP46,OUT027,2458.716309
NCE43,OUT019,400.7933044
FDD05,OUT035,2074.075195
FDJ60,OUT010,529.494812
DRE27,OUT018,1321.485962
FDO11,OUT035,4352.20459
DRG11,OUT027,2580.153076
FDK33,OUT010,856.4255371
DRM23,OUT045,2607.702148
FDJ02,OUT027,3532.403564
NCZ05,OUT045,1559.036499
NCL30,OUT013,1924.49353
FDZ19,OUT018,2550.68335
FDM45,OUT049,1925.171143
FDO36,OUT046,2684.560547
NCK31,OUT045,755.7678833
DRJ37,OUT045,2316.051514
FDP24,OUT018,1600.603027
FDF46,OUT013,1840.299316
FDX46,OUT019,216.99086
NCL18,OUT045,2809.51001
FDJ26,OUT013,3456.766113
FDJ07,OUT045,1811.057861
FDY15,OUT013,2252.866943
DRG01,OUT045,1141.173706
FDF58,OUT045,1007.318359
FDZ14,OUT019,344.4239807
FDP31,OUT049,962.2095947
FDH45,OUT013,671.5264893
FDA09,OUT010,473.7366028
FDW31,OUT035,3105.888428
FDA57,OUT046,681.0778198
NCE55,OUT035,2768.7229
FDC17,OUT019,625.1054077
FDC59,OUT013,948.5328979
FDA22,OUT013,2677.311523
FDK52,OUT035,3865.33252
NCM26,OUT046,2378.64624
NCT53,OUT035,2598.027588
FDW45,OUT018,2101.780273
NCI18,OUT035,3587.080322
FDE38,OUT018,2390.376465
FDF08,OUT019,300.8938293
FDY58,OUT010,838.4128418
FDF58,OUT019,267.9696655
FDX39,OUT017,3901.061768
FDB44,OUT049,3691.71875
FDF28,OUT013,1973.01709
FDE39,OUT013,1776.996216
FDT37,OUT018,3306.179688
FDZ45,OUT017,3170.601807
FDO40,OUT035,2631.168945
FDM57,OUT027,2221.328369
DRG36,OUT017,2984.51123
FDY36,OUT010,236.8562164
DRL60,OUT027,3706.816895
FDS25,OUT019,247.2963409
DRF49,OUT027,2907.545898
FDP16,OUT045,3939.40918
FDS60,OUT049,2667.624268
FDU15,OUT027,1205.314209
FDK43,OUT046,1983.143555
FDN25,OUT046,923.7952271
FDE53,OUT049,1651.667847
FDB22,OUT013,2355.240723
FDE39,OUT017,1893.384155
FDX35,OUT035,3821.043701
NCG54,OUT049,2838.38916
FDH27,OUT035,2559.536621
NCK42,OUT013,3411.685059
FDS25,OUT049,1741.647583
FDI10,OUT018,2586.078613
FDU35,OUT035,1704.707397
FDI04,OUT017,3171.830566
DRK23,OUT035,4319.666992
FDB53,OUT019,345.1796875
FDY02,OUT049,4163.966797
FDM60,OUT035,685.1157837
NCJ31,OUT010,594.2692261
DRP35,OUT017,2013.809692
NCQ30,OUT018,1678.698608
DRL11,OUT010,478.3384399
FDU01,OUT013,2892.094727
FDR39,OUT035,3031.047607
FDO08,OUT046,2515.25
FDC02,OUT045,4015.019043
NCZ29,OUT035,2017.988281
FDF29,OUT010,493.9449158
FDZ23,OUT017,3072.192383
NCU53,OUT018,2208.205078
NCW30,OUT013,4063.035645
NCM26,OUT027,4270.981445
FDV50,OUT027,3077.424072
FDW15,OUT049,2559.248291
FDI35,OUT027,5324.924805
FDO11,OUT017,4326.54248
FDN48,OUT046,1547.114868
NCA17,OUT049,2316.248535
NCN54,OUT013,1159.609375
FDP22,OUT013,747.6173706
NCB54,OUT035,1957.167969
FDD08,OUT045,617.9954224
DRM48,OUT010,27.61845779
FDG41,OUT027,3118.396729
FDE44,OUT027,1476.428711
FDE26,OUT035,2507.988281
NCS38,OUT013,1858.342407
NCJ54,OUT018,3199.029297
FDI40,OUT019,274.4424744
FDN45,OUT018,3301.880859
FDU43,OUT046,3741.672607
FDI04,OUT010,672.3591309
NCC07,OUT018,1312.136353
NCC07,OUT019,316.4251099
NCD18,OUT045,3724.317871
FDU55,OUT035,4409.918457
FDX59,OUT035,649.7321167
FDR52,OUT049,3152.463623
NCP17,OUT013,892.2311401
FDQ32,OUT045,1972.14856
NCT17,OUT049,3123.496094
FDO10,OUT049,901.8779297
FDE32,OUT049,645.7913208
FDN44,OUT045,2627.614258
FDH02,OUT035,1540.233032
FDK60,OUT013,1548.294312
FDS24,OUT019,297.2350769
FDL03,OUT010,657.4100952
FDB46,OUT027,5318.95459
FDO48,OUT049,3823.8479
FDZ39,OUT049,1545.402832
FDT02,OUT027,1161.241211
FDC50,OUT013,1519.977783
FDP39,OUT035,886.2886353
DRG15,OUT018,1007.61676
FDP10,OUT018,1380.546753
FDF53,OUT027,5268.211914
FDN34,OUT045,2749.234619
FDK02,OUT045,1895.02063
FDC23,OUT045,2751.222168
FDJ10,OUT019,293.3127747
FDE53,OUT035,1705.006958
FDR25,OUT035,4239.681641
FDW50,OUT046,2591.971436
FDS09,OUT049,872.8985596
FDW49,OUT010,590.1429443
FDU51,OUT046,2746.918945
FDF28,OUT018,1683.913818
NCY30,OUT018,2594.871338
FDD44,OUT045,4201.614258
FDX09,OUT017,2841.439941
NCF30,OUT013,1888.408325
FDZ50,OUT019,537.9235229
FDW37,OUT013,1334.152344
FDD11,OUT049,3784.061279
DRH39,OUT018,1035.826538
FDA36,OUT049,2929.009521
NCG43,OUT049,1447.867798
FDF02,OUT035,1662.307617
FDP57,OUT027,2561.113525
NCE42,OUT017,3417.688965
NCR38,OUT027,5593.881348
FDP03,OUT019,393.8354492
FDO51,OUT035,771.6204224
NCQ42,OUT046,1948.46875
NCM41,OUT046,1396.065063
FDH48,OUT027,2209.762939
DRF60,OUT046,3710.439209
FDJ27,OUT035,1611.114624
FDQ14,OUT013,2298.050537
FDN27,OUT017,1822.543457
NCQ02,OUT046,2898.62207
FDJ33,OUT049,1942.935059
FDP07,OUT027,5237.860352
DRE01,OUT049,3857.556396
FDU36,OUT045,1455.943237
FDL28,OUT017,4007.924316
NCX53,OUT046,2274.57959
FDZ39,OUT013,1513.168823
NCP42,OUT013,2978.596191
FDJ14,OUT035,1393.524292
FDK04,OUT049,907.1638184
NCC19,OUT017,2943.748535
FDS09,OUT018,764.1502686
FDZ02,OUT046,1607.503784
FDD35,OUT018,1679.35083
NCY42,OUT017,2454.390625
FDB05,OUT045,3633.370361
FDF20,OUT035,3151.288574
NCO41,OUT018,1343.690186
FDC40,OUT027,2188.01709
FDV58,OUT045,2561.116455
FDZ57,OUT045,1876.383057
DRM35,OUT046,2836.212402
DRN36,OUT018,1294.307861
FDQ13,OUT046,1334.496948
DRO35,OUT010,437.6759338
NCD43,OUT035,1759.291016
FDA51,OUT018,1602.748779
NCX17,OUT027,6038.98584
NCZ17,OUT049,732.7763062
FDR11,OUT027,4172.416992
FDW34,OUT049,3924.953613
FDN50,OUT017,1524.361084
FDS09,OUT046,862.0464478
FDS48,OUT018,2121.803467
FDL44,OUT049,2696.424072
DRF48,OUT018,2566.958252
FDA14,OUT018,2068.257568
NCD30,OUT049,1491.393799
FDI16,OUT017,853.0079346
NCG06,OUT035,4091.44873
DRZ24,OUT035,1971.520386
NCS17,OUT045,1416.136597
FDB37,OUT045,3819.964355
FDE10,OUT035,1993.61853
FDC57,OUT045,2939.022705
FDM12,OUT018,2734.821777
FDE24,OUT049,2411.137695
FDW22,OUT045,3647.77124
DRD01,OUT027,1413.111206
NCZ18,OUT027,5736.672852
FDN49,OUT045,679.4265137
FDR22,OUT035,2026.313477
FDV08,OUT019,39.76445389
FDY39,OUT046,3300.328125
FDV36,OUT049,2121.398193
FDO60,OUT045,723.3050537
FDU04,OUT027,3044.972412
FDR20,OUT027,1324.849731
FDW19,OUT019,344.3381042
